,Unnamed: 0,enrollee_id,city,city_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,Additional Info,Approval
535,535,30836,134,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,6.0,,Pvt Ltd,1.0,21,"Having Around 6 years of experience in JAVA/MySql as the part of with exciting challenges and to work in a collaborative, multi disciplinary, highly motivated team and help to design the future of how people live and work in a world of advancing communication Technology.",2
536,536,139,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17.0,500-999,Pvt Ltd,1.0,52,NONE,2
537,537,2606,158,0.7659999999999999,Male,No relevent experience,Full time course,Graduate,STEM,10.0,,,0.0,99,"To work in a competitive environment that effectively utilizes my analytical, interpersonal, leadership and organizational skills to conceive and achieve solutions. The solutions which help the organization in not only meeting its targets, but also allowing it to grow, thereby, enhancing my own skills as an individual and as a key player in the organization's development.",2
538,538,14158,103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,9.0,,,1.0,18,NONE,2
539,539,13100,27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.0,,,2.0,109,"Seeking a globally renowned organization having competitive environment where I can use my skills & experience in design and development in an environment that offers professional growth and satisfaction while we creative, innovative and adaptive.",2
540,540,30502,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,5000-9999,Public Sector,1.0,22,"Seeking a position with an organization where I can contribute my skills for organization's success and synchronize with new technology while being resourceful, innovative and flexible.",2
541,541,24245,16,0.91,Male,Has relevent experience,no_enrollment,High School,,20.0,10/49,Pvt Ltd,1.0,56," Having 2 years of experience on software development on Java Platform using, JAVA, JDBC, Servlets, JSP, SPRING, Spring Frameworks and ORACLE etc. 
 
 Excellent working knowledge in Core Java, J2EE, JSP, Servlets and JDBC. 
 
 Excellent UI designing using JSP, Servlets, Style Sheet and HTML. 
 
 Excellent experience on spring core container and Model View Controller (MVC) architecture by using Spring MVC. 
 
 Excellent Implementation skill using J2EE. 
 
 Experienced in using IDE tools like Eclipse. 
 
 Extensive experience in ERP project domain in developing web/J2EE. 
 
 Strong Trouble Shooting and problem solving skill.",1
542,542,28562,50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,,,4.0,170,NONE,1
543,543,12735,50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,8.0,50-99,,2.0,24," Good Knowledge in all concept of Object Oriented Programming. 
 Experienced in all phases of software life cycle like analysis, designing, developing, testing, installing, configuring and maintaining applications. 
 3+ years of experience in analysis, design and development of Web based, Window based and n-tier application. Experienced in developing web applications in JAVA Technology.",2
544,544,4114,114,0.9259999999999999,Female,Has relevent experience,no_enrollment,Graduate,STEM,10.0,50-99,Pvt Ltd,3.0,44," Having 2+ years of IT experience in all aspects of Design and Development on JSE, JEE base system 
and integration of scalable, multitier enterprise business applications. 
 Good knowledge of Object Oriented Concepts (OOP). 
 Area of the expertise in server side programming using JDBC, Servlet & JSP. 
 Experienced in developing interactive web applications using Spring Core, Spring JDBC, Spring AOP, 
Spring MVC. 
 Good Knowledge in working with MVC architecture using Spring Framework. 
 Hands on expertise of Spring Boot 
 Hands on knowledge of ORM technologies like Hibernate. 
 Strong knowledge of Restful Service. 
 Having good knowledge on XML and XSD. 
 Good knowledge on parsing technologies like JAX-P. 
 Good knowledge on binding technologies like JAX-B. 
 Working knowledge in IDE like Eclipse, STS. 
 Having good knowledge on Apache Kafka for processing stream of data. 
 Good understanding of Software Development Life Cycle(SDLC) process in the area of Analysis, Design, 
Build/Implementation and Testing of Software Application using Java SE/ Java EE technology 
 Experienced in the tools like Maven, GIT Hub, Junit, Jenkins, and Log4J. 
 Possess sound Knowledge on HTML, CSS and JavaScript. 
 Good knowledge in Database Oracle 10g. 
 Has the motivation to take independent responsibility as well as ability to contribute and be a productive 
team player.",2
545,545,30367,102,0.804,Male,No relevent experience,no_enrollment,Masters,STEM,16.0,,,2.0,66,NONE,1
546,546,5412,173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,1.0,,,1.0,70,NONE,2
547,547,27834,50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,7.0,500-999,Pvt Ltd,1.0,40,NONE,2
548,548,4709,90,0.698,Male,No relevent experience,no_enrollment,Primary School,,2.0,,,0.0,88,"Looking for a position in IT sector where I can use my creative thinking and learn new skill 
to give best of my efforts for achieving any given task while contributing to origination's 
growth.",2
549,549,23880,13,0.8270000000000001,,No relevent experience,no_enrollment,Graduate,Humanities,1.0,,,0.0,44,To work and contribute to my fullest potential in a progressive organization where I can continue to learn and acquire skills that would benefit me and the organization.,2
550,550,18607,16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,,,1.0,112," A self-motivated, energetic individual determined to pursue a challenging career and 
also to work with a group of professionals in order to learn. To be an active participant 
of a team that utilizes my skills and provides opportunity to enhance my skills.",1
551,551,15527,28,0.9390000000000001,Male,Has relevent experience,Part time course,High School,,6.0,10000+,,1.0,144,NONE,2
552,552,13748,73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,17.0,10000+,Pvt Ltd,1.0,41,"Seeking a position to apply the knowledge that I have learned and explore abilities, skills, towards my duties and to excel in field of Java..",2
553,553,24331,21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,5.0,1000-4999,Pvt Ltd,3.0,52,"Achieving a dynamic and challenging job where I could use my technical knowledge additional personal skills in 
order to develop my career as well as to contribute in the welfare of the organization.",2
554,554,10636,65,0.802,Male,Has relevent experience,no_enrollment,Graduate,No Major,12.0,1000-4999,Pvt Ltd,4.0,33,To achieve a good job in reputed company and to do work with honesty for the progress of the company. I have to improve my knowledge and to get work experience with the help of senior and also junior.,2
555,555,12488,21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,2.0, 10,Early Stage Startup,1.0,56,I want to start my career with commitment and utilize my skills and abilities to achieve organizational goals.,2
556,556,16660,114,0.9259999999999999,Male,Has relevent experience,no_enrollment,High School,,2.0,100-500,Pvt Ltd,1.0,84,"Seeking a position to utilize my skills and abilities to continuously learn and work in software industry that offers professional growth while being resourceful, innovative and flexible. Where I can get the opportunities to prove my abilities by accepting challenges.",2
557,557,2892,41,0.8270000000000001,,Has relevent experience,,Masters,STEM,8.0,,,,109,NONE,2
558,558,6332,160,0.92,,Has relevent experience,no_enrollment,Masters,STEM,11.0,,,1.0,51,Intend to build a career with leading corporate of hi-tech environment with committed and dedicated people who will help me to explore myself fully and realize my potential. Willing to work as a key player in challenging and creative environment.,2
559,559,6504,21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,12.0,10000+,Pvt Ltd,0.0,108," Around 8 years experienced in Analysis, Design, Development, Implementation and Testing of Web Based, Windows and N-tier Architectures. 
 Proficiency in Software Development Life Cycle (SDLC) development. 
 Experience in Agile with SCRUM and Waterfall methodologies. 
 Expertise in developing Web based applications using JAVA, JSP, Servlet, STRUTS Framework, Spring, HIBERNATE. 
 Experience in designing and prototyping user interfaces for intranet, web applications using various scripting languages such as HTML5, CSS3, XML, JavaScript, JQuery and JQuery Mobile, JSON and AJAX. 
 Experienced creating XML Web Services (SOAP, WSDL, and UDDI) using JAX-WS. 
 Experienced consuming RESTful Web Services using JAX-RS API. 
 Experienced with Backbone.js, Underscore,js and Angular,js. 
 Experienced with CSS3 and SASS. 
 Hands on experience in design using Object Oriented Programming Principles like Inheritance, Polymorphism and design patterns like Singleton a standard solution to common problems in software design. 
 Experience on working with CSS Backgrounds, CSS Layouts, CSS Positioning, CSS Animations, CSS Text, CSS Borders, CSS Margin, CSS Padding, CSS Table, Pseudo Classes and Pseudo Elements. 
 Developed Graphic User Interface (GUI) to display report data using JQuery in Cross-browser compatibility and Web application scaling. 
 Experience in Relational Databases likes MS SQL Server 2005/2008, Oracle 10g and MySQL and database programming using T-SQL, PL/SQL. 
 Experience in designing and developing interactive User Interfaces, usability, web and client / server applications using HTML5, CSS3, JavaScript and JQuery. 
 Extensive experience in Unit Testing, Mock Testing, Integrated Testing. 
 Experience using version control tools like TFS, SVN and GIT Lab. 
 Experience in Conducting User Acceptance Testing (UAT). 
 Experience using project management tools like JIRA. 
 Wrote JUnit and Mockito test cases for unit, integration and functional tests, run automatically by Jenkins in the builds triggered by each push to SVN. 
 Excellent Written, Analytical Skills and Verbal Communication skills with a customer service oriented attitude. 
 Experienced with Web Services and Maven.",2
560,560,19043,46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,50-99,Pvt Ltd,1.0,44,To secure a job in the information technology and utilize my skills and knowledge for the benefit of the organization while achieving career growth.,2
561,561,22715,162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,11.0,100-500,Pvt Ltd,4.0,24,"Seeking a position as Software Developer/Software Test-Engineer. To work for 
an organization which provides me the opportunity to improve my skills and knowledge to 
growth along with the organization objective? An enthusiastic fresher with highly motivated and 
leadership skills having bachelors of engineering degree in Electrical Engineering.",2
